severity_1-day,severity_2-day,severity_3-day,severity_4-day,severity_5-day,severity_6-day,severity_7-day,total_deaths_hospital,hospital_name,cms_certification_number,countyfips,countyname,statename,system_affiliation,latitude,longitude
1,1,1,1,1,1,1,3,Mountain Community Medical Services,51315,6105,Trinity,CA,"Not In Any System - ,",40.74,-122.94
1,1,1,1,1,1,1,2.99,Millinocket Regional Hospital,201307,23019,Penobscot,ME,"Not In Any System - ,",45.65,-68.71
2,2,2,2,2,2,2,2.97,Saint Camillus Medical Center,670121,48439,Tarrant,TX,"Not In Any System - ,",32.84,-97.19
1,1,1,1,1,1,1,2.97,Arkansas Continued Care Hospital of Jonesboro,40155,5031,Craighead,AR,"Not In Any System - ,",35.88,-90.66
1,1,1,1,1,1,1,2.95,Lafayette General Surgical Hospital,190268,22055,Lafayette,LA,"Lafayette General Health - Lafayette, LA",30.2,-92.01
1,1,1,1,1,1,1,2.93,Odessa Memorial Healthcare Center,501307,53043,Lincoln,WA,"Not In Any System - ,",47.33,-118.68
1,1,1,1,1,1,1,2.93,Ortonville Area Health Services,241342,27011,Big Stone,MN,"Sanford Health - Fargo, Sioux Falls, ND",45.31,-96.45
1,1,1,1,1,1,1,2.93,Central Desert Behavioral Health Center,324014,35001,Bernalillo,NM,"Not In Any System - ,",35.09,-106.64
2,2,2,2,2,2,2,2.92,Red Rock Behavioral Health Hospital,294008,32003,Clark,NV,"Strategic Behavioral Health, LLC - Memphis, TN",36.12,-115.22
1,1,1,1,1,1,1,2.88,Bowdle Healthcare Center,431318,46129,Walworth,SD,"Not In Any System - ,",45.45,-99.66
1,1,1,1,1,1,1,2.87,Providence Seaside Hospital,381303,41007,Clatsop,OR,"Providence St. Joseph Health - Renton, WA",45.99,-123.92
1,1,1,1,1,1,1,2.85,UW Health Rehabilitation Hospital,523028,55025,Dane,WI,"Not In Any System - ,",43.15,-89.3
1,1,1,1,1,1,1,2.81,Southern Coos Hospital & Health Center,381304,41011,Coos,OR,"Not In Any System - ,",43.11,-124.4
1,1,1,1,1,1,1,2.78,Portneuf Medical Center Behavioral Health,134011,16005,Bannock,ID,"Not In Any System - ,",42.87,-112.42
1,1,1,1,1,1,1,2.77,Encompass Health Rehabilitation Hospital of Morgantown,513030,54061,Monongalia,WV,"Encompass Health - Birmingham, AL",39.66,-79.96
2,2,2,2,2,2,2,2.75,The Hospital at Hebrew Senior Care,70040,9003,Hartford,CT,"Not In Any System - ,",41.8,-72.73
2,2,2,2,2,2,2,2.73,Blueridge Vista Health and Wellness,364057,39061,Hamilton,OH,"Not In Any System - ,",39.17,-84.43
1,1,1,1,1,1,1,2.73,Perimeter Behavioral Hospital of New Orleans,194113,22051,Jefferson,LA,"Perimeter Healthcare - Alphretta, GA",30.03,-90.27
1,1,1,1,1,1,1,2.73,Select Specialty Hospital - South Dakota,432002,46099,Minnehaha,SD,"Select Medical Corporation - Mechanicsburg, PA",43.54,-96.74
2,2,2,2,2,2,2,2.72,Regional Hospital,502001,53033,King,WA,"CommonSpirit Health - Englewood, CO",47.46,-122.34
2,2,2,2,2,2,2,2.71,Nebraska Spine Hospital,280133,31055,Douglas,NE,"Not In Any System - ,",41.32,-96.02
1,1,1,1,1,1,1,2.69,Select Specialty Hospital - Knoxville,442012,47093,Knox,TN,"Select Medical Corporation - Mechanicsburg, PA",35.96,-83.94
2,2,2,2,2,2,2,2.64,Grace Hospital,362015,39035,Cuyahoga,OH,"Not In Any System - ,",41.48,-81.69
2,2,2,2,2,2,2,2.61,Inspire Specialty Hospital,372012,40109,Oklahoma,OK,"Not In Any System - ,",35.47,-97.39
1,1,1,1,1,1,1,2.6,Franciscan Health Carmel,150182,18057,Hamilton,IN,"Franciscan Health - Mishawaka, IN",39.97,-86.16
1,1,1,1,1,1,1,2.58,Red River Behavioral Health System,354005,38035,Grand Forks,ND,"Not In Any System - ,",47.88,-97.05
1,1,1,1,1,1,1,2.55,Community Behavioral Health Hospital - Bemidji,244014,27007,Beltrami,MN,"Minnesota Department of Human Services - Saint Paul, MN",47.48,-94.88
1,1,1,1,1,1,1,2.55,Molokai General Hospital,121303,15009,Maui,HI,"The Queen's Health Systems - Honolulu, HI",21.09,-157.02
1,1,1,1,1,1,1,2.54,Henderson Health Care,281308,31185,York,NE,"Not In Any System - ,",40.78,-97.81
1,1,1,1,1,1,1,2.54,Norwood Health Center,524019,55141,Wood,WI,"Not In Any System - ,",44.68,-90.16
1,1,1,1,1,1,1,2.52,Cascade Medical Center,501313,53007,Chelan,WA,"Not In Any System - ,",47.59,-120.66
1,1,1,1,1,1,1,2.52,Lake Taylor Transitional Care Hospital,492001,51710,Norfolk City,VA,"Not In Any System - ,",36.87,-76.2
2,2,2,2,2,2,2,2.51,Memorial Hermann Tomball,670095,48201,Harris,TX,"Not In Any System - ,",30.04,-95.61
1,1,1,1,1,1,1,2.51,Rangely District Hospital,61307,8103,Rio Blanco,CO,"Not In Any System - ,",40.08,-108.81
1,1,1,1,1,1,1,2.49,Pioneers Medical Center,61325,8103,Rio Blanco,CO,"Not In Any System - ,",40.05,-107.88
1,1,1,1,1,1,1,2.48,United Medical Rehabilitation Hospitals New Orleans,193074,22051,Jefferson,LA,"United Medical Rehabilitation Hospitals - Gretna, LA",29.87,-90.03
2,2,2,2,2,2,2,2.47,Northwest Surgery Hospital,370192,40109,Oklahoma,OK,"Not In Any System - ,",35.56,-97.57
1,1,1,1,1,1,1,2.46,Cape Fear Valley Behavioral Health Care,344010,37051,Cumberland,NC,"Cape Fear Valley Health System - Fayetteville, NC",35.03,-78.93
1,1,1,1,1,1,1,2.46,Sunland Home Foundation,51990,6073,San Diego,CA,"Not In Any System - ,",33.07,-117.29
2,2,2,2,2,2,2,2.45,Freedom Behavioral Hospital of Topeka,174021,20177,Shawnee,KS,"Not In Any System - ,",39.04,-95.69
1,1,1,1,1,1,1,2.45,Unity Psychiatric Care Hunstville,14018,1089,Madison,AL,"Tennessee Health Management, Inc. - Parsons, TN",34.75,-86.67
1,1,1,1,1,1,1,2.44,Big Sandy Medical Center,271311,30015,Chouteau,MT,"Not In Any System - ,",48.18,-110.11
1,1,1,1,1,1,1,2.43,South Dakota Human Services Center,434003,46135,Yankton,SD,"Not In Any System - ,",42.91,-97.4
2,2,2,2,2,2,2,2.43,Masonicare Main Campus,70039,9009,New Haven,CT,"Not In Any System - ,",41.46,-72.84
2,2,2,2,2,2,2,2.37,Curahealth Pittsburgh,392028,42003,Allegheny,PA,"Curahealth (Nautic Partners, LLC) - Providence, RI",40.44,-80.21
1,1,1,1,1,1,1,2.35,BridgePoint Continuing Care Hospital - EJGH Campus,192030,22051,Jefferson,LA,"Bridgepoint Healthcare - Washington, DC",30.01,-90.18
1,1,1,1,1,1,1,2.34,AMG Specialty Hospital - Lafayette,192029,22055,Lafayette,LA,"AMG Integrated Healthcare Management - Lafayette, LA",30.16,-91.99
1,1,1,1,1,1,1,2.3,Modoc Medical Center,51330,6049,Modoc,CA,"Not In Any System - ,",41.48,-120.54
1,1,1,1,1,1,1,2.27,Select Specialty Hospital - Lexington,182003,21067,Fayette,KY,"Select Medical Corporation - Mechanicsburg, PA",38.04,-84.5
1,1,1,1,1,1,1,2.26,Walter B Jones Center,344033,37147,Pitt,NC,"Not In Any System - ,",35.62,-77.41
1,1,1,1,1,1,1,2.2,The Hospital for Extended Recovery,492007,51710,Norfolk City,VA,"Sentara Healthcare - Norfolk, VA",36.86,-76.31
1,1,1,1,1,1,1,2.18,Swain Community Hospital,341305,37173,Swain,NC,"Duke LifePoint Healthcare - Brentwood, TN",35.43,-83.45
1,1,1,1,1,1,1,2.15,Long Term Acute Care Hospital Mosaic Life Care at Saint Joseph,262019,29021,Buchanan,MO,"Mosaic Life Care - St. Joseph, MO",39.77,-94.77
1,1,1,1,1,1,1,2.11,Landmark Hospital of Cape Girardeau,262015,29031,Cape Girardeau,MO,"Not In Any System - ,",37.31,-89.58
1,1,1,1,1,1,1,2.11,Encompass Health Rehabilitation of Fredericksburg,493032,51630,Fredericksburg City,VA,"Encompass Health - Birmingham, AL",38.31,-77.49
2,2,2,2,2,2,2,2.1,Adventist Health Tulare,50784,6107,Tulare,CA,"Adventist Health - Roseville, CA",36.22,-119.34
1,1,1,1,1,1,1,2.08,Safe Haven Hospital of Treasure Valley,134009,16001,Ada,ID,"Not In Any System - ,",43.63,-116.28
1,1,1,1,1,1,1,2.03,Carolinas ContinueCARE Hospital at University,342021,37119,Mecklenburg,NC,"Community Hospital Corporation - Plano, TX",35.31,-80.75
1,1,1,1,1,1,1,2.01,Littleton Regional Healthcare,301302,33009,Grafton,NH,"Not In Any System - ,",44.32,-71.82
1,1,1,1,1,1,1,2,Ascension Sacred Heart Rehabilitation Institute,523025,55079,Milwaukee,WI,"Ascension Health - Saint Louis, MO",43.06,-87.88
1,1,1,1,1,1,1,2,Kanakanak Hospital,21309,2070,Dillingham,AK,"Indian Health Service - Rockville, MD",59,-158.54
1,1,1,1,1,1,1,2,Maniilaq Health Center,21310,2188,Northwest Arctic,AK,"Indian Health Service - Rockville, MD",66.9,-162.59
1,1,1,1,1,1,1,2,PeaceHealth Ketchikan Medical Center,21311,2130,Ketchikan Gateway,AK,"PeaceHealth - Bellevue, WA",55.35,-131.69
1,1,1,1,1,1,1,2,Pagosa Springs Medical Center,61328,8007,Archuleta,CO,"Not In Any System - ,",37.25,-107.08
1,1,1,1,1,1,1,2,Niobrara Community Hospital,531314,56027,Niobrara,WY,"Not In Any System - ,",42.75,-104.45
1,1,1,1,1,1,1,2,Cooperstown Medical Center,351306,38039,Griggs,ND,"Not In Any System - ,",47.45,-98.12
1,1,1,1,1,1,1,2,Granite County Medical Center,271303,30039,Granite,MT,"Not In Any System - ,",46.33,-113.29
1,1,1,1,1,1,1,2,Saint Luke's Medical Center,351325,38023,Divide,ND,"Not In Any System - ,",48.91,-103.3
1,1,1,1,1,1,1,2,Rock County Hospital,281333,31149,Rock,NE,"Not In Any System - ,",42.58,-99.54
1,1,1,1,1,1,1,2,Bear Lake Memorial Hospital,131316,16007,Bear Lake,ID,"Not In Any System - ,",42.32,-111.3
1,1,1,1,1,1,1,2,Valley County Hospital,281353,31175,Valley,NE,"Not In Any System - ,",41.6,-98.94
1,1,1,1,1,1,1,2,Fallon Medical Complex,271301,30025,Fallon,MT,"Not In Any System - ,",46.37,-104.28
1,1,1,1,1,1,1,2,Mt. Edgecumbe Hospital,21314,2220,Sitka,AK,"Southeast Alaska Regional Health Consortium - Juneau, AK",57.05,-135.36
1,1,1,1,1,1,1,2,Cimarron Memorial Hospital,371307,40025,Cimarron,OK,"Not In Any System - ,",36.73,-102.52
1,1,1,1,1,1,1,2,Coon Memorial Hospital,451331,48205,Hartley,TX,"Not In Any System - ,",36.05,-102.52
1,1,1,1,1,1,1,2,Brown County Hospital,281325,31017,Brown,NE,"Not In Any System - ,",42.54,-99.85
1,1,1,1,1,1,1,2,Prairie Community Hospital District,271309,30079,Prairie,MT,"Not In Any System - ,",46.79,-105.32
1,1,1,1,1,1,1,2,Garfield County Health Center,271310,30033,Garfield,MT,"Not In Any System - ,",47.32,-106.91
2,2,2,2,2,2,2,1.98,Landmark Hospital of Salt Lake City,462006,49035,Salt Lake,UT,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",40.68,-111.89
1,1,1,1,1,1,1,1.97,Cornerstone Specialty Hospitals Huntington,512003,54011,Cabell,WV,"Cornerstone Healthcare Group - Dallas, TX",38.43,-82.4
1,1,1,1,1,1,1,1.93,Landmark Hospital of Joplin,262016,29145,Newton,MO,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",37.06,-94.54
1,1,1,1,1,1,1,1.91,Avera Fox Run Health Campus,430096,46135,Yankton,SD,"Avera Health - Sioux Falls, SD",42.9,-97.4
2,2,2,2,2,2,2,1.89,Glenmont,361991,39049,Franklin,OH,"Not In Any System - ,",40.05,-83.16
1,1,1,1,1,1,1,1.88,Mountain View Regional Hospital,490027,51720,Norton City,VA,"Ballad Health - Johnson City, TN",36.94,-82.62
1,1,1,1,1,1,1,1.86,Sonoma Developmental Center,50547,6097,Sonoma,CA,"California Health & Human Services Agency - Sacramento, CA",38.35,-122.52
1,1,1,1,1,1,1,1.86,Penobscot Valley Hospital,201303,23019,Penobscot,ME,"Not In Any System - ,",45.35,-68.52
1,1,1,1,1,1,1,1.85,Geisinger Encompass Health Rehabilitation Hospital,393047,42093,Montour,PA,"Not In Any System - ,",40.97,-76.6
1,1,1,1,1,1,1,1.84,Bozeman Health Big Sky Medical Center,270089,30031,Gallatin,MT,"Bozeman Health - Bozeman, MT",45.26,-111.3
1,1,1,1,1,1,1,1.83,Select Specialty Hospital - Durham,342018,37063,Durham,NC,"Select Medical Corporation - Mechanicsburg, PA",36.04,-78.9
2,2,2,2,2,2,2,1.8,Touro Rehabilitation Center,193034,22071,Orleans,LA,"LCMC Health - New Orleans, LA",29.93,-90.09
1,1,1,1,1,1,1,1.79,Rusk Rehabilitation Hospital,263027,29019,Boone,MO,"Not In Any System - ,",38.97,-92.34
1,1,1,1,1,1,1,1.78, California Department of State Hospitals - Napa,54122,6055,Napa,CA,"California Health & Human Services Agency - Sacramento, CA",38.28,-122.27
1,1,1,1,1,1,1,1.77,The Vermont Psychiatric Care Hospital,474004,50023,Washington,VT,"Not In Any System - ,",44.22,-72.56
1,1,1,1,1,1,1,1.76,Milford Valley Memorial Hospital,461305,49001,Beaver,UT,"Not In Any System - ,",38.4,-113.01
1,1,1,1,1,1,1,1.73,Asheville Specialty Hospital,342017,37021,Buncombe,NC,"Not In Any System - ,",35.58,-82.55
1,1,1,1,1,1,1,1.73,Ka'u Hospital,121301,15001,Hawaii,HI,"Hawaii Health Systems Corporation - Honolulu, HI",19.2,-155.47
1,1,1,1,1,1,1,1.69,Inova Fair Oaks Hospital,490101,51600,Fairfax City,VA,"Inova Health System - Falls Church, VA",38.88,-77.38
1,1,1,1,1,1,1,1.67,Hale Ho'ola Hamakua,121307,15001,Hawaii,HI,"Hawaii Health Systems Corporation - Honolulu, HI",20.08,-155.47
1,1,1,1,1,1,1,1.65,Hendricks Community Hospital,241339,27081,Lincoln,MN,"Not In Any System - ,",44.51,-96.42
1,1,1,1,1,1,1,1.65,Vibra Hospital of Fargo,352004,38017,Cass,ND,"Vibra Healthcare - Mechanicsburg, PA",46.85,-96.88
1,1,1,1,1,1,1,1.64,Mary Washington Healthcare Snowden at Fredericksburg,494028,51630,Fredericksburg City,VA,"Mary Washington Healthcare - Fredericksburg, VA",38.31,-77.48
1,1,1,1,1,1,1,1.63,Select Specialty Hospital - Lincoln,282002,31109,Lancaster,NE,"Select Medical Corporation - Mechanicsburg, PA",40.79,-96.7
1,1,1,1,1,1,1,1.59, Avera Dakota Plains Surgery Center,430092,46013,Brown,SD,"Avera Health - Sioux Falls, SD",45.47,-98.5
1,1,1,1,1,1,1,1.58,Select Specialty Hospital - Spectrum Health,232026,26081,Kent,MI,"Not In Any System - ,",42.95,-85.62
1,1,1,1,1,1,1,1.57,Eastern Plumas Health Care,51300,6063,Plumas,CA,"Not In Any System - ,",39.81,-120.46
1,1,1,1,1,1,1,1.55,Forks Community Hospital,501325,53009,Clallam,WA,"Not In Any System - ,",47.95,-124.39
1,1,1,1,1,1,1,1.54,Alice Peck Day Memorial Hospital,301305,33009,Grafton,NH,"Not In Any System - ,",43.64,-72.26
1,1,1,1,1,1,1,1.52,Kiowa District Hospital,171331,20007,Barber,KS,"Not In Any System - ,",37.01,-98.49
1,1,1,1,1,1,1,1.52,Crete Area Medical Center,281354,31151,Saline,NE,"Bryan Health - Lincoln, NE",40.64,-96.94
1,1,1,1,1,1,1,1.51,Northern Light CA Dean Hospital,201301,23021,Piscataquis,ME,"Northern Light Health - Brewer, ME",45.46,-69.61
1,1,1,1,1,1,1,1.5,Grace Cottage Hospital,471300,50025,Windham,VT,"Not In Any System - ,",43.05,-72.67
1,1,1,1,1,1,1,1.47,Providence Seward Medical and Care Center,21302,2122,Kenai Peninsula,AK,"Providence St. Joseph Health - Renton, WA",60.1,-149.45
1,1,1,1,1,1,1,1.47,Reston Hospital Center,490107,51600,Fairfax City,VA,"HCA Healthcare - Nashville, TN",38.96,-77.36
1,1,1,1,1,1,1,1.45,Plumas District Hospital,51326,6063,Plumas,CA,"Not In Any System - ,",39.94,-120.96
1,1,1,1,1,1,1,1.44,Spring Harbor Hospital,204005,23005,Cumberland,ME,"MaineHealth - Portland, ME",43.65,-70.34
1,1,1,1,1,1,1,1.37,Speare Memorial Hospital,301311,33009,Grafton,NH,"Not In Any System - ,",43.76,-71.69
1,1,1,1,1,1,1,1.36,The Brown County Community Treatment Center,524014,55009,Brown,WI,"Not In Any System - ,",44.52,-87.93
1,1,1,1,1,1,1,1.35,Avera Tyler Hospital,241348,27081,Lincoln,MN,"Avera Health - Sioux Falls, SD",44.27,-96.13
1,1,1,1,1,1,1,1.34,Jerold Phelps Community Hospital,51309,6023,Humboldt,CA,"Not In Any System - ,",40.1,-123.79
1,1,1,1,1,1,1,1.33,Inova Mount Vernon Hospital,490122,51600,Fairfax City,VA,"Inova Health System - Falls Church, VA",38.74,-77.07
2,2,2,2,2,2,2,1.32,Fairview Developmental Center,50548,6059,Orange,CA,"California Health & Human Services Agency - Sacramento, CA",33.66,-117.92
1,1,1,1,1,1,1,1.31, CHI Saint Joseph Health Continuing Care Hospital,182002,21067,Fayette,KY,"CommonSpirit Health - Englewood, CO",38.03,-84.52
1,1,1,1,1,1,1,1.29,Select Specialty Hospital - Ann Arbor,232024,26161,Washtenaw,MI,"Select Medical Corporation - Mechanicsburg, PA",42.26,-83.66
1,1,1,1,1,1,1,1.25,Deer's Head Hospital Center,212003,24045,Wicomico,MD,"Maryland Department of Health - Baltimore, MD",38.38,-75.59
1,1,1,1,1,1,1,1.23,Wilcox Memorial Hospital,120014,15007,Kauai,HI,"Hawaii Pacific Health - Honolulu, HI",21.99,-159.37
1,1,1,1,1,1,1,1.17,Pawnee Valley Community Hospital,171345,20145,Pawnee,KS,"Not In Any System - ,",38.18,-99.11
1,1,1,1,1,1,1,1.16,Kohala Hospital,121302,15001,Hawaii,HI,"Hawaii Health Systems Corporation - Honolulu, HI",20.23,-155.8
1,1,1,1,1,1,1,1.09,Northwood Deaconess Health Center,351312,38035,Grand Forks,ND,"Not In Any System - ,",47.74,-97.57
1,1,1,1,1,1,1,1.07,Essentia Health - Holy Trinity Hospital (Graceville),241321,27011,Big Stone,MN,"Essentia Health - Duluth, MN",45.56,-96.43
2,2,2,2,2,2,2,1.05,Saint Joseph Villa,464012,49035,Salt Lake,UT,"Not In Any System - ,",40.73,-111.88
1,1,1,1,1,1,1,1,Kimball Health Services,281305,31105,Kimball,NE,"Not In Any System - ,",41.23,-103.67
1,1,1,1,1,1,1,1,Lynn House of Potomac Valley,491991,51510,Alexandria City,VA,"Not In Any System - ,",38.83,-77.1
1,1,1,1,1,1,1,1,Jefferson Community Health Center,281319,31095,Jefferson,NE,"Not In Any System - ,",40.16,-97.18
1,1,1,1,1,1,1,1,Regional West Garden County Hospital,281310,31069,Garden,NE,"Not In Any System - ,",41.41,-102.35
1,1,1,1,1,1,1,1,Greeley County Health Services,171359,20071,Greeley,KS,"Not In Any System - ,",38.47,-101.75
1,1,1,1,1,1,1,1,Liberty Medical Center,271334,30051,Liberty,MT,"Not In Any System - ,",48.51,-110.97
1,1,1,1,1,1,1,1,Lost Rivers Medical Center,131324,16023,Butte,ID,"Not In Any System - ,",43.64,-113.3
1,1,1,1,1,1,1,1,Saint Vincent Hospital,61319,8065,Lake,CO,"Not In Any System - ,",39.24,-106.3
1,1,1,1,1,1,1,1,Mineral Community Hospital,271331,30061,Mineral,MT,"Not In Any System - ,",47.18,-114.88
1,1,1,1,1,1,1,1,Pawnee County Memorial Hospital,281302,31133,Pawnee,NE,"Not In Any System - ,",40.11,-96.15
1,1,1,1,1,1,1,1,Minnie Hamilton Health Systems,511303,54013,Calhoun,WV,"Not In Any System - ,",38.92,-81.09
1,1,1,1,1,1,1,1,Hamilton County Hospital,171322,20075,Hamilton,KS,"Not In Any System - ,",37.98,-101.74
1,1,1,1,1,1,1,1,McCone County Health Center,271305,30055,McCone,MT,"Not In Any System - ,",47.42,-105.58
1,1,1,1,1,1,1,0.98,Seneca Healthcare District,51327,6063,Plumas,CA,"Not In Any System - ,",40.31,-121.23
2,2,2,2,2,2,2,0.98,Barnes-Jewish Hospital Psychiatric Support Center,264029,29189,St Louis,MO,"BJC HealthCare - Saint Louis, MO",38.65,-90.28
1,1,1,1,1,1,1,0.98,Nashville Community Care and Rehabilitation Center at Bordeaux,442006,47037,Davidson,TN,"Not In Any System - ,",36.18,-86.85
2,2,2,2,2,2,2,0.96,Porterville Developmental Center,50546,6107,Tulare,CA,"California Health & Human Services Agency - Sacramento, CA",36.04,-118.98
2,2,2,2,2,2,2,0.93,Central State Hospital,184015,21111,Jefferson,KY,"Kentucky Cabinet for Health and Family Services - Frankfort, KY",38.27,-85.56
1,1,1,1,1,1,1,0.92,Forest Health Medical Center Michigan,230144,26161,Washtenaw,MI,"Not In Any System - ,",42.24,-83.6
1,1,1,1,1,1,1,0.9,Cottage Hospital,301301,33009,Grafton,NH,"Not In Any System - ,",44.14,-72.02
1,1,1,1,1,1,1,0.88,Arden Wood,51993,6075,San Francisco,CA,"Not In Any System - ,",37.74,-122.47
1,1,1,1,1,1,1,0.81,Peterson Healthcare and Rehabilitation Hospital,513025,54069,Ohio,WV,"Not In Any System - ,",40.08,-80.69
1,1,1,1,1,1,1,0.79,Cascade Medical Center,131308,16085,Valley,ID,"Not In Any System - ,",44.51,-116.04
2,2,2,2,2,2,2,0.77,Beacon Haven,241991,27123,Ramsey,MN,"Not In Any System - ,",45.07,-93.2
1,1,1,1,1,1,1,0.74,Select Specialty Hospital - Danville,392047,42093,Montour,PA,"Select Medical Corporation - Mechanicsburg, PA",40.97,-76.61
2,2,2,2,2,2,2,0.72,Peace Haven Association,261993,29189,St Louis,MO,"Not In Any System - ,",38.55,-90.42
1,1,1,1,1,1,1,0.72,Lanai Community Hospital,121305,15009,Maui,HI,"Kaiser Permanente - Oakland, CA",20.83,-156.92
1,1,1,1,1,1,1,0.7,Surprise Valley Healthcare District,51308,6049,Modoc,CA,"Not In Any System - ,",41.53,-120.17
2,2,2,2,2,2,2,0.6,Schick Shadel Hospital,500134,53033,King,WA,"Universal Health Services, Inc. - King of Prussia, PA",47.49,-122.35
2,2,2,2,2,2,2,0.58,Healthsource Saginaw,230275,26145,Saginaw,MI,"Not In Any System - ,",43.46,-84.05
1,1,1,1,1,1,1,0.58,Kauai Veterans Memorial Hospital,121300,15007,Kauai,HI,"Hawaii Health Systems Corporation - Honolulu, HI",21.96,-159.67
1,1,1,1,1,1,1,0.57,Community Behavioral Health Hospital - Rochester,244017,27109,Olmsted,MN,"Minnesota Department of Human Services - Saint Paul, MN",43.97,-92.46
1,1,1,1,1,1,1,0.48,Warren Memorial Hospital,281330,31151,Saline,NE,"Not In Any System - ,",40.65,-97.28
2,2,2,2,2,2,2,0.41,Select Specialty Hospital - Cincinnati North,362034,39061,Hamilton,OH,"Select Medical Corporation - Mechanicsburg, PA",39.25,-84.34
1,1,1,1,1,1,1,0.38,Dominion Hospital,494023,51600,Fairfax City,VA,"HCA Healthcare - Nashville, TN",38.87,-77.16
1,1,1,1,1,1,1,0.29,LSU Health Lallie Kemp Regional Medical Center,191321,22105,Tangipahoa,LA,"Not In Any System - ,",30.62,-90.5
1,1,1,1,1,1,1,0.26,Lindner Center of Hope,364044,39165,Warren,OH,"Not In Any System - ,",39.34,-84.29
1,1,1,1,1,1,1,0.23,Northern Virginia Mental Health Institute,494010,51600,Fairfax City,VA,"Virginia Department of Behavioral Health and Developmental Services - Richmond, VA",38.86,-77.23
1,1,1,1,1,1,1,0.2,Samuel Mahelona Memorial Hospital,121306,15007,Kauai,HI,"Hawaii Health Systems Corporation - Honolulu, HI",22.09,-159.31
1,1,1,1,1,1,1,0.16,Landmark Hospital of Columbia,263033,29019,Boone,MO,"Landmark Holdings of Missouri, LLC - Cape Girardeau, MO",38.96,-92.31
1,1,1,1,1,1,1,0,Captain James A. Lovell Federal Health Care Center,14034F,17097,Lake,IL,"Department of Veterans Affairs - Washington, DC",42.3,-87.86
1,1,1,1,1,1,1,0,Foundations Behavioral Health,394038,42017,Bucks,PA,"Universal Health Services, Inc. - King of Prussia, PA",40.3,-75.16
1,1,1,1,1,1,1,0,Livengrin Foundation,39051E,42017,Bucks,PA,"Not In Any System - ,",40.12,-74.93
2,2,2,2,2,2,2,0,Louisville VA Medical Center,18006F,21111,Jefferson,KY,"Department of Veterans Affairs - Washington, DC",38.27,-85.69
2,2,2,2,2,2,2,0,Saint Jude Children's Research Hospital,443302,47157,Shelby,TN,"Not In Any System - ,",35.15,-90.04
2,2,2,2,2,2,2,0,VA Boston Healthcare System - Brockton Campus,22004F,25023,Plymouth,MA,"Department of Veterans Affairs - Washington, DC",42.06,-71.06
1,1,1,1,1,1,1,0,Shriners Hospitals for Children - Springfield,223303,25013,Hampden,MA,"Shriners Hospitals for Children - Tampa, FL",42.12,-72.59
2,2,2,2,2,2,2,0,The National Institutes of Health (NIH) Clinical Center,21006F,24031,Montgomery,MD,"Not In Any System - ,",39,-77.1
2,2,2,2,2,2,2,0,Birmingham VA Medical Center,01014F,1073,Jefferson,AL,"Department of Veterans Affairs - Washington, DC",33.5,-86.8
1,1,1,1,1,1,1,0,Silver Oaks Behavioral Hospital,144041,17197,Will,IL,"US HealthVest - New York, NY",41.54,-87.98
2,2,2,2,2,2,2,0,Walter Reed National Military Medical Center,21007F,24031,Montgomery,MD,"TRICARE - Falls Church, VA",39,-77.1
2,2,2,2,2,2,2,0,VA Puget Sound Health Care System - Seattle Division,50030F,53033,King,WA,"Department of Veterans Affairs - Washington, DC",47.56,-122.31
2,2,2,2,2,2,2,0,Sequel Pomegranate Health Systems,364045,39049,Franklin,OH,"Not In Any System - ,",39.95,-83.02
2,2,2,2,2,2,2,0,Naval Hospital Jacksonville,10013F,12031,Duval,FL,"TRICARE - Falls Church, VA",30.22,-81.69
2,2,2,2,2,2,2,0,Monroe Community Hospital,330403,36055,Monroe,NY,"Not In Any System - ,",43.11,-77.62
2,2,2,2,2,2,2,0,Shriners Hospitals for Children - Philadelphia,393309,42101,Philadelphia,PA,"Shriners Hospitals for Children - Tampa, FL",40.01,-75.15
2,2,2,2,2,2,2,0,The HSC Pediatric Center,09005E,11001,Washington,DC,"Not In Any System - ,",38.94,-76.98
1,1,1,1,1,1,1,0,Fern Lodge,51994,6001,Alameda,CA,"Not In Any System - ,",37.71,-122.06
2,2,2,2,2,2,2,0,VA Northern California Health Care System - Valley Division - Sacramento VA Medical Center,05013F,6067,Sacramento,CA,"Department of Veterans Affairs - Washington, DC",38.57,-121.3
2,2,2,2,2,2,2,0,Shriners Hospitals for Children - Northern California,53311,6067,Sacramento,CA,"Shriners Hospitals for Children - Tampa, FL",38.55,-121.46
1,1,1,1,1,1,1,0,Orlando VA Medical Center,10099F,12095,Orange,FL,"Department of Veterans Affairs - Washington, DC",28.37,-81.28
2,2,2,2,2,2,2,0,Oklahoma City VA Medical Center,37014F,40109,Oklahoma,OK,"Department of Veterans Affairs - Washington, DC",35.48,-97.49
2,2,2,2,2,2,2,0,INTEGRIS Community Hospital at Council Crossing,370240,40109,Oklahoma,OK,"INTEGRIS Health - Oklahoma City, OK",35.57,-97.66
2,2,2,2,2,2,2,0,The Children's Center Rehabilitation Hospital,373302,40109,Oklahoma,OK,"Not In Any System - ,",35.51,-97.63
1,1,1,1,1,1,1,0,Willow Rock Center,54149,6001,Alameda,CA,"Not In Any System - ,",37.71,-122.12
